Type,Age,BreedPurity,Gender,ColorPurity,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PhotoAmt,AdoptionSpeed
Cat,9,Mixed,Male,Mixed,Large,Medium,Yes,Yes,Not Sure,Healthy,1,100,Johor,0,5,Not Adopted
Dog,3,Pure,Male,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,1,Average
Dog,9,Mixed,Male,Pure,Large,Long,Yes,Yes,No,Healthy,1,600,Kuala Lumpur,0,3,Average
Cat,36,Pure,Male,Mixed,Small,Short,No,No,No,Minor Injury,1,0,Sabah,0,5,Fast
Dog,2,Mixed,Mixed,Pure,Medium,Short,Yes,Yes,No,Healthy,2,0,Selangor,0,6,Not Adopted
Cat,18,Pure,Mixed,Mixed,Medium,Medium,No,No,No,Healthy,4,0,Selangor,0,5,Slow
Cat,96,Pure,Male,Pure,Large,Long,Yes,Not Sure,Not Sure,Healthy,1,0,Selangor,0,2,Fast
Cat,3,Pure,Female,Mixed,Small,Short,No,No,No,Healthy,1,0,Negeri Sembilan,0,1,Average
Dog,8,Pure,Female,Mixed,Medium,Short,No,No,No,Healthy,1,0,Perak,0,1,Not Adopted
Cat,2,Pure,Male,Mixed,Small,Short,Yes,Yes,No,Healthy,2,0,Selangor,0,4,Fast
Dog,30,Pure,Male,Pure,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,0,2,Not Adopted
Cat,0,Mixed,Mixed,Mixed,Medium,Short,No,No,No,Healthy,5,0,Kuala Lumpur,0,2,Not Adopted
Cat,3,Pure,Female,Mixed,Small,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,12,Slow
Cat,18,Mixed,Female,Mixed,Large,Short,No,Yes,No,Healthy,1,0,Kuala Lumpur,0,4,Fast
Cat,1,Pure,Male,Mixed,Medium,Short,No,No,No,Healthy,1,0,Kuala Lumpur,0,2,Average
Dog,2,Mixed,Mixed,Mixed,Medium,Short,No,Yes,No,Healthy,2,80,Johor,0,4,Average
Cat,4,Pure,Female,Mixed,Small,Short,Yes,Yes,No,Healthy,2,0,Selangor,0,8,Not Adopted
Cat,3,Pure,Male,Pure,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,0,2,Average
Dog,1,Pure,Male,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,4,Slow
Dog,2,Mixed,Female,Pure,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,6,Slow
Dog,1,Pure,Male,Mixed,Medium,Short,No,No,No,Healthy,1,0,Selangor,0,9,Average
Dog,3,Pure,Female,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,3,Not Adopted
Dog,84,Mixed,Female,Mixed,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,0,2,Not Adopted
Dog,2,Pure,Female,Mixed,Medium,Short,No,No,No,Healthy,1,0,Selangor,0,13,Average
Cat,3,Pure,Female,Pure,Medium,Medium,No,Yes,No,Healthy,1,0,Selangor,0,6,Slow
Dog,24,Mixed,Female,Pure,Large,Medium,Not Sure,Not Sure,Not Sure,Minor Injury,1,0,Kuala Lumpur,0,1,Slow
Dog,3,Pure,Female,Mixed,Medium,Short,Not Sure,Not Sure,No,Healthy,1,0,Selangor,0,3,Slow
Dog,7,Mixed,Female,Mixed,Small,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,3,24,Not Adopted
Cat,1,Pure,Female,Pure,Small,Short,No,No,No,Healthy,1,0,Selangor,0,2,Average
Dog,60,Pure,Male,Mixed,Medium,Medium,Yes,Yes,No,Minor Injury,1,0,Selangor,0,1,Fast
Dog,54,Pure,Female,Mixed,Small,Short,Yes,Yes,Yes,Healthy,1,100,Pulau Pinang,0,3,Fast
Dog,1,Pure,Mixed,Mixed,Small,Short,No,No,No,Healthy,5,0,Selangor,0,2,Not Adopted
Dog,4,Pure,Male,Pure,Medium,Short,Yes,Yes,No,Healthy,1,50,Selangor,0,5,Fast
Dog,12,Pure,Female,Mixed,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,1,1,Not Adopted
Dog,12,Pure,Mixed,Pure,Medium,Medium,Not Sure,Not Sure,Not Sure,Healthy,2,0,Kuala Lumpur,0,4,Not Adopted
Cat,4,Pure,Female,Pure,Small,Medium,No,No,No,Healthy,1,0,Kuala Lumpur,0,1,Fast
Dog,3,Pure,Female,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,7,Average
Cat,2,Mixed,Female,Mixed,Small,Medium,No,No,No,Healthy,1,0,Kuala Lumpur,0,5,Fast
Cat,3,Mixed,Male,Mixed,Large,Medium,Not Sure,Not Sure,Not Sure,Healthy,1,0,Kedah,0,2,Fast
Dog,1,Pure,Female,Mixed,Medium,Medium,No,No,No,Healthy,1,0,Kuala Lumpur,0,1,Average
Dog,2,Mixed,Male,Mixed,Medium,Medium,No,No,No,Healthy,1,0,Selangor,0,5,Slow
Dog,12,Pure,Female,Mixed,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,0,1,Slow
Dog,2,Mixed,Female,Mixed,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Selangor,0,2,Average
Cat,9,Mixed,Female,Mixed,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,0,3,Instant
Cat,2,Pure,Male,Pure,Small,Short,No,No,No,Healthy,1,0,Selangor,0,6,Fast
Cat,2,Mixed,Male,Pure,Small,Short,No,No,No,Healthy,1,0,Kuala Lumpur,0,3,Average
Cat,2,Pure,Female,Mixed,Small,Short,No,No,No,Healthy,1,0,Selangor,0,4,Average
Cat,1,Pure,Mixed,Mixed,Medium,Medium,No,No,No,Healthy,4,0,Pulau Pinang,0,4,Average
Cat,2,Mixed,Female,Mixed,Medium,Medium,No,No,No,Healthy,1,0,Johor,0,2,Fast
Cat,2,Pure,Male,Pure,Small,Short,No,Yes,No,Healthy,1,50,Selangor,0,1,Not Adopted
Dog,2,Pure,Mixed,Pure,Large,Medium,Yes,Yes,No,Healthy,3,250,Johor,0,4,Not Adopted
Dog,5,Pure,Male,Pure,Small,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,0,2,Average
Dog,2,Pure,Male,Pure,Medium,Short,No,No,No,Healthy,1,0,Kuala Lumpur,0,4,Average
Dog,5,Pure,Female,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,5,Average
Dog,2,Mixed,Mixed,Mixed,Medium,Medium,Not Sure,Not Sure,Not Sure,Healthy,4,0,Melaka,0,4,Not Adopted
Dog,24,Pure,Female,Mixed,Small,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,0,1,Slow
Cat,3,Mixed,Female,Mixed,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,0,6,Average
Dog,3,Pure,Female,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,0,2,Average
Cat,2,Pure,Female,Mixed,Small,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Kuala Lumpur,0,5,Instant
Dog,2,Pure,Female,Mixed,Medium,Medium,No,No,No,Healthy,1,0,Selangor,0,4,Fast
Cat,2,Pure,Male,Pure,Medium,Short,No,Yes,No,Healthy,2,0,Kuala Lumpur,0,2,Instant
Dog,3,Mixed,Female,Mixed,Medium,Medium,No,Yes,No,Healthy,1,200,Selangor,0,2,Fast
Dog,4,Pure,Female,Pure,Medium,Short,Yes,No,No,Healthy,1,0,Kuala Lumpur,0,1,Not Adopted
Cat,4,Pure,Male,Pure,Medium,Short,Yes,Yes,Yes,Healthy,1,100,Selangor,0,2,Average
Cat,12,Pure,Female,Pure,Small,Short,No,No,No,Minor Injury,1,0,Selangor,0,2,Not Adopted
Dog,4,Pure,Female,Mixed,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,0,2,Average
Dog,18,Pure,Male,Mixed,Medium,Medium,Yes,Yes,No,Healthy,1,150,Selangor,0,2,Fast
Dog,12,Pure,Male,Mixed,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,0,2,Not Adopted
Cat,5,Pure,Male,Mixed,Medium,Medium,No,Yes,No,Healthy,1,0,Pulau Pinang,0,3,Slow
Cat,5,Pure,Female,Mixed,Medium,Medium,No,Yes,Yes,Healthy,1,0,Kuala Lumpur,0,1,Fast
Cat,30,Pure,Mixed,Mixed,Medium,Short,Yes,Yes,Yes,Healthy,2,0,Kuala Lumpur,0,13,Not Adopted
Cat,12,Pure,Female,Pure,Medium,Medium,Not Sure,Yes,No,Minor Injury,1,0,Selangor,0,2,Fast
Dog,2,Mixed,Mixed,Mixed,Medium,Medium,No,Yes,No,Healthy,3,0,Kuala Lumpur,0,3,Fast
Dog,10,Pure,Male,Mixed,Medium,Medium,No,No,Yes,Healthy,1,0,Selangor,0,1,Average
Cat,21,Pure,Female,Mixed,Medium,Short,Yes,Yes,Yes,Minor Injury,1,0,Selangor,0,2,Not Adopted
Dog,3,Pure,Male,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,0,Negeri Sembilan,0,7,Not Adopted
Dog,2,Pure,Female,Mixed,Large,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,0,1,Average
Cat,4,Mixed,Male,Pure,Medium,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,0,0,Slow
Dog,3,Pure,Female,Pure,Medium,Short,No,No,Not Sure,Healthy,4,0,Negeri Sembilan,0,4,Not Adopted
Cat,1,Pure,Male,Pure,Medium,Short,No,No,No,Healthy,1,0,Kuala Lumpur,0,3,Fast
Cat,1,Mixed,Mixed,Mixed,Small,Short,No,No,No,Healthy,5,0,Kuala Lumpur,0,5,Fast
Cat,12,Pure,Male,Mixed,Medium,Short,Not Sure,Not Sure,No,Healthy,1,0,Kuala Lumpur,0,3,Not Adopted
Cat,2,Pure,Female,Mixed,Medium,Short,No,No,No,Healthy,1,20,Selangor,0,1,Fast
Dog,3,Mixed,Mixed,Mixed,Medium,Short,Yes,Yes,No,Healthy,5,0,Selangor,0,5,Not Adopted
Cat,3,Mixed,Male,Mixed,Medium,Short,No,Yes,No,Healthy,3,0,Selangor,0,5,Fast
Cat,3,Pure,Female,Mixed,Medium,Short,No,Yes,No,Healthy,7,0,Kedah,0,18,Not Adopted
Cat,5,Pure,Female,Mixed,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,0,3,Slow
Dog,9,Pure,Male,Pure,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,0,2,Slow
Cat,2,Mixed,Female,Mixed,Medium,Medium,No,No,Not Sure,Healthy,1,0,Selangor,0,4,Average
Cat,2,Pure,Mixed,Mixed,Medium,Short,No,No,No,Healthy,4,0,Johor,0,1,Fast
Dog,2,Pure,Mixed,Mixed,Medium,Short,No,No,Not Sure,Healthy,6,0,Negeri Sembilan,0,10,Not Adopted
Dog,2,Mixed,Mixed,Pure,Medium,Medium,No,No,No,Healthy,6,10,Selangor,0,5,Not Adopted
Dog,2,Mixed,Female,Pure,Medium,Short,Yes,Yes,No,Healthy,1,150,Selangor,0,1,Not Adopted
Dog,1,Pure,Female,Mixed,Medium,Short,Yes,Yes,Yes,Healthy,3,150,Kuala Lumpur,0,29,Not Adopted
Dog,24,Pure,Female,Pure,Medium,Medium,Not Sure,Not Sure,Not Sure,Minor Injury,1,0,Selangor,0,0,Not Adopted
Cat,2,Pure,Male,Mixed,Medium,Short,No,Yes,No,Healthy,1,50,Selangor,0,2,Average
Dog,4,Pure,Female,Mixed,Medium,Short,No,No,No,Healthy,1,0,Selangor,0,1,Instant
Dog,3,Mixed,Male,Pure,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,0,3,Average
Dog,2,Pure,Female,Mixed,Medium,Medium,No,No,No,Healthy,1,0,Selangor,0,1,Slow
Dog,48,Pure,Mixed,Pure,Large,Long,Yes,Yes,No,Healthy,2,0,Kuala Lumpur,0,3,Fast
Dog,36,Pure,Male,Pure,Large,Medium,Yes,Yes,Yes,Healthy,1,150,Selangor,0,1,Not Adopted
Dog,8,Pure,Female,Pure,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,0,1,Not Adopted
Dog,5,Mixed,Female,Pure,Small,Medium,Not Sure,No,No,Healthy,1,0,Selangor,0,8,Fast
Cat,24,Pure,Male,Pure,Medium,Medium,Not Sure,Not Sure,No,Healthy,1,0,Selangor,0,3,Slow
Dog,24,Mixed,Male,Mixed,Medium,Long,Yes,Yes,No,Healthy,1,0,Selangor,0,0,Not Adopted
Cat,2,Mixed,Female,Mixed,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,0,2,Average
Cat,3,Pure,Female,Mixed,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Pulau Pinang,0,2,Average
Dog,60,Pure,Female,Pure,Small,Long,Yes,Yes,No,Minor Injury,1,50,Selangor,2,9,Fast
Cat,5,Pure,Female,Mixed,Medium,Short,Not Sure,Not Sure,No,Healthy,1,0,Selangor,0,2,Not Adopted
Cat,2,Mixed,Female,Mixed,Medium,Medium,Yes,Yes,No,Healthy,1,50,Selangor,0,4,Fast
Dog,2,Mixed,Female,Mixed,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,0,3,Instant
Cat,12,Mixed,Female,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,1,Not Adopted
Dog,3,Mixed,Female,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,500,Johor,0,1,Slow
Cat,1,Mixed,Male,Mixed,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,0,3,Fast
Cat,12,Pure,Female,Mixed,Medium,Medium,Not Sure,Not Sure,Not Sure,Healthy,1,75,Selangor,0,2,Not Adopted
Cat,3,Pure,Mixed,Mixed,Medium,Short,Yes,Yes,No,Healthy,3,0,Selangor,0,16,Average
Dog,48,Pure,Female,Pure,Medium,Medium,Not Sure,Not Sure,No,Healthy,1,0,Pulau Pinang,0,1,Not Adopted
Dog,1,Pure,Male,Mixed,Medium,Medium,Yes,Yes,Not Sure,Healthy,1,10,Negeri Sembilan,0,5,Not Adopted
Dog,4,Mixed,Female,Mixed,Large,Medium,No,No,No,Healthy,1,0,Kuala Lumpur,0,5,Fast
Dog,1,Mixed,Mixed,Mixed,Medium,Medium,No,Yes,Not Sure,Healthy,5,0,Melaka,0,5,Not Adopted
Cat,2,Pure,Male,Pure,Medium,Short,No,Yes,No,Healthy,1,0,Johor,0,3,Fast
Dog,1,Mixed,Mixed,Mixed,Medium,Medium,Not Sure,Not Sure,Not Sure,Healthy,6,0,Kuala Lumpur,0,7,Average
Dog,2,Mixed,Female,Pure,Medium,Medium,No,Yes,No,Healthy,1,0,Kuala Lumpur,0,5,Average
Cat,2,Pure,Male,Pure,Medium,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,0,12,Slow
Dog,12,Pure,Male,Mixed,Small,Medium,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,0,11,Fast
Dog,2,Pure,Male,Pure,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,1,Average
Dog,2,Pure,Male,Pure,Medium,Short,No,No,No,Serious Injury,2,0,Kuala Lumpur,0,2,Average
Cat,12,Pure,Female,Mixed,Medium,Short,No,Yes,Yes,Healthy,1,50,Selangor,0,4,Slow
Dog,2,Mixed,Male,Mixed,Small,Short,No,Yes,No,Healthy,1,0,Kuala Lumpur,0,5,Average
Cat,4,Pure,Female,Pure,Medium,Short,No,No,No,Healthy,1,0,Selangor,0,1,Slow
Cat,4,Pure,Male,Mixed,Medium,Short,Yes,Yes,Not Sure,Healthy,1,0,Selangor,0,2,Slow
Cat,1,Mixed,Female,Mixed,Medium,Medium,No,Yes,No,Healthy,1,40,Selangor,0,7,Slow
Cat,4,Mixed,Female,Mixed,Medium,Short,Yes,Yes,Yes,Healthy,1,50,Selangor,0,9,Average
Dog,2,Pure,Female,Pure,Medium,Short,Yes,Yes,No,Healthy,1,50,Selangor,0,30,Slow
Dog,1,Mixed,Female,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,50,Selangor,0,2,Fast
Dog,5,Pure,Female,Pure,Medium,Medium,Not Sure,Not Sure,Not Sure,Healthy,1,0,Perak,0,3,Not Adopted
Cat,1,Pure,Male,Mixed,Medium,Long,Yes,Yes,No,Healthy,1,250,Selangor,0,8,Average
Cat,1,Pure,Mixed,Mixed,Medium,Short,No,Yes,No,Healthy,4,0,Selangor,0,3,Not Adopted
Cat,2,Pure,Female,Mixed,Medium,Medium,No,Yes,No,Healthy,1,50,Selangor,0,11,Slow
Cat,8,Pure,Female,Mixed,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,0,1,Slow
Dog,32,Pure,Male,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,1,Not Adopted
Cat,2,Mixed,Mixed,Mixed,Medium,Medium,No,No,No,Healthy,3,0,Selangor,0,20,Fast
Cat,6,Pure,Male,Pure,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,2,Fast
Dog,2,Pure,Female,Pure,Medium,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,0,1,Not Adopted
Cat,2,Pure,Male,Mixed,Medium,Medium,Yes,Yes,No,Minor Injury,1,0,Kuala Lumpur,0,5,Fast
Dog,39,Mixed,Female,Pure,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,0,3,Not Adopted
Cat,2,Pure,Mixed,Mixed,Medium,Short,Not Sure,Not Sure,Not Sure,Minor Injury,2,0,Pulau Pinang,0,4,Average
Dog,17,Mixed,Mixed,Mixed,Medium,Short,Not Sure,Not Sure,Yes,Healthy,2,0,Pulau Pinang,0,2,Not Adopted
Cat,1,Pure,Male,Mixed,Small,Short,No,Not Sure,No,Healthy,1,0,Kuala Lumpur,0,3,Average
Dog,6,Pure,Male,Pure,Small,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,0,4,Not Adopted
Dog,26,Mixed,Female,Mixed,Medium,Long,Yes,Yes,Not Sure,Healthy,1,0,Selangor,0,4,Not Adopted
Dog,2,Mixed,Mixed,Mixed,Medium,Short,Not Sure,Not Sure,No,Healthy,3,0,Kuala Lumpur,0,1,Average
Cat,4,Pure,Mixed,Mixed,Medium,Short,No,No,No,Healthy,4,0,Kuala Lumpur,0,4,Fast
Cat,2,Pure,Female,Pure,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,0,7,Fast
Cat,1,Pure,Female,Mixed,Medium,Short,No,No,No,Healthy,1,0,Kuala Lumpur,0,4,Fast
Cat,6,Pure,Male,Mixed,Medium,Medium,No,Yes,No,Healthy,1,0,Kuala Lumpur,0,9,Fast
Cat,24,Mixed,Female,Pure,Medium,Short,Yes,Yes,No,Minor Injury,1,1,Selangor,0,2,Not Adopted
Dog,36,Pure,Mixed,Mixed,Large,Medium,Yes,Yes,No,Healthy,2,0,Kuala Lumpur,0,1,Average
Dog,2,Pure,Male,Pure,Medium,Medium,No,No,No,Healthy,1,0,Selangor,0,4,Fast
Dog,2,Mixed,Female,Mixed,Medium,Short,No,Yes,Not Sure,Healthy,1,0,Kuala Lumpur,0,1,Slow
Dog,12,Pure,Male,Pure,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Selangor,0,5,Not Adopted
Cat,2,Mixed,Female,Mixed,Small,Medium,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,0,1,Slow
Cat,1,Pure,Female,Mixed,Medium,Short,No,Yes,No,Minor Injury,2,0,Selangor,0,7,Average
Dog,1,Pure,Male,Mixed,Small,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Negeri Sembilan,0,4,Not Adopted
Cat,84,Mixed,Female,Pure,Medium,Long,Yes,Yes,Yes,Healthy,2,0,Kuala Lumpur,0,2,Fast
Cat,18,Mixed,Mixed,Mixed,Small,Short,No,No,No,Healthy,2,0,Selangor,0,3,Not Adopted
Dog,12,Pure,Male,Pure,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,0,2,Fast
Dog,2,Pure,Male,Mixed,Medium,Short,No,No,No,Healthy,1,0,Selangor,0,4,Average
Dog,4,Pure,Male,Pure,Large,Medium,Yes,Yes,No,Healthy,1,0,Selangor,0,5,Slow
Dog,9,Mixed,Male,Pure,Small,Medium,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,0,1,Fast
Dog,17,Pure,Female,Mixed,Small,Short,Yes,Yes,Yes,Healthy,1,100,Selangor,0,2,Not Adopted
Dog,4,Mixed,Male,Pure,Medium,Short,No,Yes,No,Minor Injury,1,0,Selangor,0,1,Fast
Cat,6,Pure,Female,Mixed,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,0,5,Not Adopted
Cat,24,Pure,Female,Mixed,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,0,3,Slow
Cat,0,Pure,Mixed,Mixed,Small,Short,No,No,No,Healthy,2,0,Selangor,0,8,Fast
Dog,2,Pure,Male,Mixed,Medium,Medium,No,No,No,Healthy,1,0,Selangor,1,3,Average
Cat,2,Pure,Male,Mixed,Medium,Short,No,Yes,No,Healthy,1,0,Kuala Lumpur,0,2,Average
Dog,4,Mixed,Female,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,16,Slow
Cat,2,Pure,Male,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,0,1,Not Adopted
Cat,3,Mixed,Female,Mixed,Medium,Short,No,No,No,Healthy,1,0,Selangor,0,1,Slow
Dog,2,Pure,Female,Mixed,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,0,4,Average
Dog,5,Mixed,Male,Mixed,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,0,6,Average
Cat,4,Pure,Female,Mixed,Small,Short,No,No,No,Healthy,2,0,Selangor,0,1,Average
Cat,4,Pure,Female,Pure,Medium,Short,No,No,No,Healthy,1,50,Selangor,0,6,Fast
Dog,6,Pure,Female,Pure,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,0,1,Not Adopted
Cat,7,Mixed,Female,Pure,Medium,Long,Yes,Yes,No,Healthy,1,100,Selangor,0,4,Average
Cat,39,Mixed,Female,Mixed,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,0,4,Not Adopted
Cat,4,Pure,Female,Mixed,Medium,Short,No,No,No,Healthy,1,0,Selangor,0,3,Not Adopted
Cat,2,Pure,Female,Mixed,Medium,Short,No,No,No,Healthy,3,0,Selangor,0,1,Not Adopted
Cat,5,Pure,Male,Mixed,Small,Medium,Yes,Yes,No,Minor Injury,1,50,Selangor,0,5,Slow
Dog,1,Mixed,Female,Mixed,Small,Short,No,No,Not Sure,Healthy,1,0,Selangor,0,1,Not Adopted
Dog,1,Pure,Male,Mixed,Medium,Medium,No,No,No,Healthy,1,0,Pulau Pinang,0,2,Fast
Dog,96,Pure,Female,Pure,Medium,Medium,Yes,Not Sure,Not Sure,Healthy,1,50,Kuala Lumpur,0,1,Not Adopted
Dog,96,Pure,Female,Pure,Large,Medium,Yes,Yes,Yes,Healthy,1,350,Kuala Lumpur,0,2,Not Adopted
Cat,3,Mixed,Female,Mixed,Medium,Medium,No,No,No,Healthy,1,0,Selangor,1,3,Average
Dog,3,Mixed,Female,Pure,Medium,Short,Not Sure,Not Sure,No,Healthy,1,0,Selangor,0,2,Average
Dog,2,Mixed,Mixed,Mixed,Small,Short,No,No,Not Sure,Healthy,6,0,Selangor,0,4,Not Adopted
Dog,4,Pure,Female,Mixed,Medium,Medium,Yes,Yes,No,Healthy,4,0,Pulau Pinang,0,5,Not Adopted
Cat,12,Pure,Male,Mixed,Large,Medium,No,No,No,Healthy,1,0,Selangor,0,3,Fast
Cat,2,Pure,Female,Mixed,Small,Short,Not Sure,Yes,No,Healthy,1,0,Selangor,0,8,Instant
Dog,2,Pure,Female,Mixed,Medium,Short,Not Sure,Not Sure,No,Healthy,1,0,Selangor,0,9,Average
Dog,2,Mixed,Male,Pure,Small,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Selangor,0,5,Fast
Dog,6,Pure,Male,Pure,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Johor,0,1,Slow
Cat,3,Pure,Female,Pure,Medium,Medium,No,No,No,Healthy,1,0,Kuala Lumpur,0,3,Average
Dog,24,Pure,Male,Pure,Large,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,0,16,Not Adopted
Dog,6,Pure,Female,Mixed,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,0,1,Slow
Dog,2,Pure,Male,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,0,2,Average
Dog,4,Mixed,Mixed,Mixed,Medium,Medium,No,No,No,Healthy,8,150,Selangor,0,8,Not Adopted
Cat,12,Pure,Female,Mixed,Medium,Medium,Not Sure,No,Not Sure,Healthy,1,1,Kuala Lumpur,0,3,Not Adopted
Cat,5,Pure,Female,Mixed,Small,Medium,Not Sure,Not Sure,Not Sure,Healthy,1,5,Selangor,0,0,Not Adopted
Dog,12,Mixed,Male,Mixed,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,1,8,Instant
Cat,24,Pure,Female,Pure,Medium,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,0,6,Average
Dog,6,Pure,Male,Mixed,Large,Short,Yes,Yes,Yes,Healthy,1,0,Pulau Pinang,0,4,Average
Cat,1,Pure,Mixed,Mixed,Medium,Short,No,Yes,No,Healthy,6,0,Selangor,1,9,Not Adopted
Cat,2,Mixed,Male,Mixed,Medium,Long,No,Yes,No,Healthy,1,50,Selangor,0,4,Instant
Cat,60,Mixed,Female,Mixed,Medium,Short,Yes,Yes,No,Healthy,2,0,Kuala Lumpur,0,2,Fast
Cat,2,Pure,Mixed,Mixed,Medium,Short,No,No,No,Healthy,3,0,Kuala Lumpur,0,9,Slow
Dog,2,Pure,Female,Mixed,Medium,Long,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,0,5,Slow
Cat,12,Mixed,Male,Pure,Small,Short,Yes,Yes,Yes,Healthy,1,120,Selangor,0,0,Not Adopted
Dog,0,Pure,Female,Mixed,Medium,Medium,No,No,No,Healthy,6,0,Melaka,0,0,Not Adopted
Dog,72,Mixed,Mixed,Mixed,Large,Short,Yes,Yes,Yes,Healthy,2,0,Selangor,0,2,Average
Cat,3,Pure,Mixed,Mixed,Small,Short,No,No,No,Healthy,3,0,Kuala Lumpur,0,15,Not Adopted
Cat,6,Pure,Female,Mixed,Small,Medium,Not Sure,Not Sure,Not Sure,Healthy,1,0,Kuala Lumpur,0,1,Not Adopted
Cat,3,Pure,Female,Mixed,Small,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Johor,0,2,Not Adopted
Dog,2,Pure,Female,Pure,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,0,6,Not Adopted
Dog,3,Mixed,Male,Mixed,Medium,Medium,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,0,4,Slow
Dog,72,Pure,Female,Mixed,Medium,Medium,Yes,Yes,Yes,Healthy,1,100,Selangor,0,2,Fast
Cat,24,Mixed,Female,Pure,Medium,Long,Not Sure,Not Sure,No,Healthy,1,0,Kuala Lumpur,0,5,Fast
Cat,1,Pure,Male,Mixed,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,0,3,Average
Cat,8,Pure,Female,Mixed,Small,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Kuala Lumpur,0,6,Not Adopted
Cat,12,Pure,Female,Mixed,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,0,2,Not Adopted
